green_name,name,request_time,control_id,pattern,cross_id,cycle_len,ring_count,offset,cycle_list,phase_list,over_lap_phase_list,sink_time,相位与方向的对应关系,阶段方向描述,阶段时间
经十路（洪山路-舜华路）,经十路-转山西路,2026-04-01 06:51:30,805909,55,13NG90B5V90,220.0,3.0,110.0,"{""Cycle2"":""5 12 6 8_7 10_""，""Cycle3"":""13 14_15_""，""Cycle1"":""1 2 4_3 9_""}","[{""minGTime"":""35 12 35 3 20 12 20 3 3 3 3 5 14 14 14 0""，""maxGTime"":""45 20 45 60 40 20 40 60 60 60 60 60 60 60 60 0""，""greenTime"":""122 29 52 3 57 77 45 3 5 9 0 17 60 97 57 0""，""yellowTime"":""3 3 3 0 3 3 3 0 0 0 0 0 0 3 3 0""，""redTime"":""0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0""，""concurrent"":""14512 14512 16960 14512 13323 13323 16644 13323 16960 16644 14512 13323 3259 3259 836 0""，""channelDim"":""19810 8485 0 0 3106 97 2977094 0 0 11629 0 0 0 0 0 0""，""direction"":""39 5011 0 0 35 23 53 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""2 576 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 27949 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 06:51:30,"{""1"": ""西直南行人"", ""2"": ""东左东左掉"", ""5"": ""东直北出行"", ""6"": ""西左"", ""7"": ""南直左东行人西行人"", ""10"": ""东行人西行人""}","[[""西直"", ""东直"", ""南行人"", ""北出行""], [""西直"", ""南行人""], [""西直"", ""西左"", ""南行人""], [""东左"", ""东左掉"", ""西左""], [], [""南直左"", ""东行人"", ""西行人""], [""东行人"", ""西行人""], [""东行人"", ""西行人""]]","[60, 17, 48, 32, 3, 48, 7, 5]"
舜华南路（华云路-华汉路）,舜华南路-华汉路,2026-04-01 07:01:31,1377,2,13NTR0B5P60,100.0,1.0,0.0,"{""Cycle1"":""1 2""}","[{""minGTime"":""60 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""maxGTime"":""60 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""greenTime"":""60 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""yellowTime"":""3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""redTime"":""2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""channelDim"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""1_5，3_20，5_5，5_6，7_20 1_20，3_1，3_6，5_20，7_1，7_6 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:01:31,"{""1"": ""北直左南直右南直左东行人西行人"", ""2"": ""东左东直右西左西直右北行人南行人""}","[[""北直左"", ""南直右"", ""南直左"", ""东行人"", ""西行人""], [""东左"", ""东直右"", ""西左"", ""西直右"", ""北行人"", ""南行人""]]","[65, 35]"
经十路（舜耕路-山大路）,经十路-舜耕路,2026-04-01 07:01:31,228849,70,13MOD0B5SI0,220.0,3.0,20.0,"{""Cycle2"":""5 6 13_7 11_""，""Cycle3"":""9 10 8 12_16 14 15_""，""Cycle1"":""1 2_3 4_""}","[{""minGTime"":""14 25 10 25 14 65 14 10 3 8 25 10 1 12 14 7""，""maxGTime"":""60 45 60 40 60 90 60 60 60 60 40 60 60 60 60 60""，""greenTime"":""24 88 16 72 24 87 53 66 7 23 37 13 1 18 37 35""，""yellowTime"":""3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3""，""redTime"":""3 0 5 0 3 0 3 0 0 0 0 0 0 0 0 0""，""concurrent"":""7088 7088 58432 58432 2947 2947 57356 4147 4147 4147 57356 4147 2947 1100 1100 1100""，""channelDim"":""97 3362 1 11586 17185 4410722 17217 0 9059 0 7160584 3 0 0 9059 0""，""direction"":""23 35 17 37 17683 17703 17685 0 17223 0 17761 65 0 0 17223 0""}]","[{""modifierPhases"":""0 1136 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""16640 1136 2048 1024 8 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""25379 67 3 109 45 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:01:32,"{""1"": ""西左"", ""2"": ""东直北行人"", ""3"": ""北左"", ""4"": ""南直东行人"", ""5"": ""东左南右"", ""6"": ""南右西直南行人"", ""7"": ""南右南左"", ""9"": ""东右西右"", ""11"": ""北直右南右西行人"", ""12"": ""北右"", ""15"": ""东右西右""}","[[""西左"", ""东左"", ""南右"", ""东右"", ""西右""], [""西左"", ""东左"", ""南右""], [""东直"", ""南右"", ""西直"", ""北行人"", ""南行人""], [""东直"", ""南右"", ""西直"", ""北行人"", ""南行人""], [""东直"", ""南右"", ""西直"", ""北右"", ""北行人"", ""南行人""], [""东直"", ""北右"", ""北行人""], [""北左"", ""南右"", ""南左""], [""南直"", ""南右"", ""南左"", ""东行人""], [""南直"", ""南右"", ""南左"", ""东行人""], [""南直"", ""北直右"", ""南右"", ""东右"", ""西右"", ""东行人"", ""西行人""]]","[10, 20, 6, 69, 15, 1, 24, 14, 21, 40]"
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙程路,2026-04-01 07:01:31,581893,1,13NLU0B5LN0,150.0,3.0,87.0,"{""Cycle2"":""2 4_6_""，""Cycle3"":""7 8_9_""，""Cycle1"":""3 1_5_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 14 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 0 0 0 0 0 0 0""，""greenTime"":""81 76 27 32 31 31 77 32 32 0 0 0 0 0 0 0""，""yellowTime"":""4 4 3 3 4 4 3 3 3 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""202 197 202 197 288 272 15 15 48 0 0 0 0 0 0 0""，""channelDim"":""27906 11586 65 1 3367 77 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 37 21 17 83 0 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:01:31,"{""1"": ""北直西行人"", ""2"": ""南直东行人"", ""3"": ""南左"", ""4"": ""北左"", ""5"": ""东左右北行人"", ""6"": ""南行人""}","[[""南左"", ""南直"", ""东行人""], [""北直"", ""南直"", ""西行人"", ""东行人""], [""北直"", ""北左"", ""西行人""], [""东左右"", ""北行人"", ""南行人""]]","[30, 50, 35, 35]"
旅游路（汉峪西路-凤凰路）,旅游路东段-舜华南路,2026-04-01 07:01:31,779836,43,13NU80B5RI0,200.0,3.0,36.0,"{""Cycle2"":""6 4_7 10_""，""Cycle3"":""12 13_14 15 16_""，""Cycle1"":""1 5_11 8 2_""}","[{""minGTime"":""4 2 14 6 14 14 14 14 10 10 6 14 7 14 3 14""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60""，""greenTime"":""18 2 0 28 90 82 40 44 0 41 33 103 7 19 4 52""，""yellowTime"":""3 2 0 3 3 3 3 3 0 0 0 3 3 3 3 3""，""redTime"":""0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""6188 57920 6161 6161 6188 6161 58754 57920 57920 58754 57920 61 61 1986 1986 1986""，""channelDim"":""578 65 0 24897 19810 3362 0 1631661378 0 0 24897 0 27906 7144002 578 0""，""direction"":""8485 21 0 5909 39 35 0 1512741 0 0 5909 0 33 8485 8485 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""1162 24577 24577 1160 12288 12288 0 0 0 0 0 0 0 0 0 0""，""direction"":""65 66 2 97 2 109 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:01:31,"{""1"": ""北直南直"", ""2"": ""南左"", ""4"": ""南左西左"", ""5"": ""西直南行人"", ""6"": ""东直北行人"", ""8"": ""南左南直西左东行人"", ""11"": ""南左西左"", ""13"": ""北直西行人"", ""14"": ""北直南直西行人"", ""15"": ""北直南直""}","[[""北直"", ""南直"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南左"", ""西左"", ""南行人""], [""西直"", ""南左"", ""西左"", ""北直"", ""南行人"", ""西行人""], [""南左"", ""西左"", ""北直"", ""南直"", ""西行人""], [""南左"", ""西左"", ""北直"", ""南直""], [""南左"", ""西左""], [""南左"", ""南直"", ""西左"", ""东行人""], [""南左"", ""南直"", ""西左"", ""东行人""], [""南左""]]","[21, 64, 21, 10, 22, 7, 4, 10, 37, 4]"
舜华南路（旅游路-华茂路）,旅游路东段-舜华南路,2026-04-01 07:01:31,779836,43,13NU80B5RI0,200.0,3.0,36.0,"{""Cycle2"":""6 4_7 10_""，""Cycle3"":""12 13_14 15 16_""，""Cycle1"":""1 5_11 8 2_""}","[{""minGTime"":""4 2 14 6 14 14 14 14 10 10 6 14 7 14 3 14""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60""，""greenTime"":""18 2 0 28 90 82 40 44 0 41 33 103 7 19 4 52""，""yellowTime"":""3 2 0 3 3 3 3 3 0 0 0 3 3 3 3 3""，""redTime"":""0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""6188 57920 6161 6161 6188 6161 58754 57920 57920 58754 57920 61 61 1986 1986 1986""，""channelDim"":""578 65 0 24897 19810 3362 0 1631661378 0 0 24897 0 27906 7144002 578 0""，""direction"":""8485 21 0 5909 39 35 0 1512741 0 0 5909 0 33 8485 8485 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""1162 24577 24577 1160 12288 12288 0 0 0 0 0 0 0 0 0 0""，""direction"":""65 66 2 97 2 109 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:01:31,"{""1"": ""北直南直"", ""2"": ""南左"", ""4"": ""南左西左"", ""5"": ""西直南行人"", ""6"": ""东直北行人"", ""8"": ""南左南直西左东行人"", ""11"": ""南左西左"", ""13"": ""北直西行人"", ""14"": ""北直南直西行人"", ""15"": ""北直南直""}","[[""北直"", ""南直"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南左"", ""西左"", ""南行人""], [""西直"", ""南左"", ""西左"", ""北直"", ""南行人"", ""西行人""], [""南左"", ""西左"", ""北直"", ""南直"", ""西行人""], [""南左"", ""西左"", ""北直"", ""南直""], [""南左"", ""西左""], [""南左"", ""南直"", ""西左"", ""东行人""], [""南左"", ""南直"", ""西左"", ""东行人""], [""南左""]]","[21, 64, 21, 10, 22, 7, 4, 10, 37, 4]"
奥体中路（天辰路-解放东路）,奥体中路-新泺大街,2026-04-01 07:01:31,835963,7,13NKQ0B63Q0,180.0,3.0,83.0,"{""Cycle2"":""6 7_2 3_""，""Cycle3"":""9 10_11_""，""Cycle1"":""5 8_1 4_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 14 14 1 14 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 0 0 0 0""，""greenTime"":""42 42 25 25 74 74 27 27 60 44 73 0 0 0 0 0""，""yellowTime"":""3 3 3 3 3 3 3 3 0 3 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""3078 3081 3081 3078 864 912 912 864 240 240 15 15 0 0 0 0""，""channelDim"":""19810 3362 97 33 27906 11586 1 65 0 0 0 0 0 0 0 0""，""direction"":""39 35 23 19 33 37 17 21 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:01:32,"{""1"": ""西直南行人"", ""2"": ""东直北行人"", ""3"": ""西左"", ""4"": ""东左"", ""5"": ""北直西行人"", ""6"": ""南直东行人"", ""7"": ""北左"", ""8"": ""南左""}","[[""北直"", ""南直"", ""西行人"", ""东行人""], [""北直"", ""南直"", ""西行人"", ""东行人""], [""南左"", ""北左""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""东左"", ""西左""]]","[60, 17, 30, 45, 28]"
经十路（洪山路-舜华路）,经十路-奥体中路,2026-04-01 07:11:30,315953,46,13NM40B6010,220.0,3.0,95.0,"{""Cycle2"":""5 7_12_""，""Cycle3"":""6_8_""，""Cycle1"":""2 1_4 3_""}","[{""minGTime"":""3 7 7 3 7 14 3 14 5 0 0 3 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 0 0 60 0 0 0 0""，""greenTime"":""62 54 52 27 107 129 22 85 0 0 0 88 0 0 0 0""，""yellowTime"":""3 3 3 3 3 3 0 3 0 0 0 0 0 0 0 0""，""redTime"":""5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""368 368 2176 2176 35 339 35 2060 35 0 0 140 0 0 0 0""，""channelDim"":""6425634 24930 1634558465 1634558500 98 2850 0 0 36 0 0 0 0 0 0 0""，""direction"":""10019 5927 1517329 1517443 39 35 0 0 131 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""264 15 12 14 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""36 98 109 97 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:11:30,"{""1"": ""东直西直北出行"", ""2"": ""西左西直"", ""3"": ""北左西左西直西行人"", ""4"": ""东掉西左西直西行人"", ""5"": ""西直"", ""6"": ""东直北入行"", ""9"": ""东掉""}","[[""西左"", ""西直"", ""西直"", ""东直"", ""北入行""], [""东直"", ""西直"", ""西直"", ""东直"", ""北出行"", ""北入行""], [""东直"", ""西直"", ""东直"", ""北出行"", ""北入行""], [""东掉"", ""西左"", ""西直"", ""西行人""], [""北左"", ""西左"", ""西直"", ""西行人""]]","[62, 48, 22, 30, 58]"
经十路（洪山路-舜华路）,经十路-奥体东路,2026-04-01 07:11:30,467627,13,13NOT0B5VV0,220.0,3.0,126.0,"{""Cycle2"":""5 8 10 12_7 2_""，""Cycle3"":""14 6 13_15_""，""Cycle1"":""1 9 11_16 3 4_""}","[{""minGTime"":""45 10 45 3 45 7 10 3 15 15 3 3 5 14 14 7""，""maxGTime"":""50 60 50 60 50 60 50 60 20 20 60 60 60 60 60 60""，""greenTime"":""96 15 45 5 93 7 52 3 42 42 3 3 69 62 70 17""，""yellowTime"":""3 3 3 0 3 3 3 0 3 3 0 0 3 3 3 3""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""15024 49164 16450 16450 13601 3985 49164 13601 15024 13601 15024 13601 3985 3985 32846 16450""，""channelDim"":""19810 0 27905 0 3362 0 11585 0 8545 101 0 0 0 0 0 0""，""direction"":""39 0 17 0 35 0 21 0 4887 151 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""4 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""109 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:11:30,"{""1"": ""西直南行人"", ""3"": ""北左西行人"", ""5"": ""东直北行人"", ""7"": ""南左东行人"", ""9"": ""东左西左"", ""10"": ""西左掉""}","[[""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南行人""], [""东左"", ""西左"", ""西左掉""], [], [""南左"", ""东行人""], [""北左"", ""南左"", ""西行人"", ""东行人""], [""北左"", ""西行人""], []]","[65, 10, 21, 3, 45, 3, 20, 35, 13, 5]"
旅游路（汉峪西路-凤凰路）,旅游路东段-舜华南路,2026-04-01 07:21:30,779836,67,13NU80B5RI0,200.0,3.0,36.0,"{""Cycle2"":""6 4_7 10_""，""Cycle3"":""12 13_14 15 16_""，""Cycle1"":""1 5_11 8 2_""}","[{""minGTime"":""4 2 14 6 14 14 14 14 10 10 6 14 7 14 3 14""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60""，""greenTime"":""21 2 0 32 81 72 40 48 0 47 35 97 7 21 4 56""，""yellowTime"":""3 2 0 3 3 3 3 3 0 0 0 3 3 3 3 3""，""redTime"":""0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""6188 57920 6161 6161 6188 6161 58754 57920 57920 58754 57920 61 61 1986 1986 1986""，""channelDim"":""578 65 0 24897 19810 3362 0 1631661378 0 0 24897 0 27906 7144002 578 0""，""direction"":""8485 21 0 5909 39 35 0 1512741 0 0 5909 0 33 8485 8485 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""1162 24577 24577 1160 12288 12288 0 0 0 0 0 0 0 0 0 0""，""direction"":""65 66 2 97 2 109 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:21:30,"{""1"": ""北直南直"", ""2"": ""南左"", ""4"": ""南左西左"", ""5"": ""西直南行人"", ""6"": ""东直北行人"", ""8"": ""南左南直西左东行人"", ""11"": ""南左西左"", ""13"": ""北直西行人"", ""14"": ""北直南直西行人"", ""15"": ""北直南直""}","[[""北直"", ""南直"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南左"", ""西左"", ""南行人""], [""西直"", ""南左"", ""西左"", ""北直"", ""南行人"", ""西行人""], [""南左"", ""西左"", ""北直"", ""南直"", ""西行人""], [""南左"", ""西左"", ""北直"", ""南直""], [""南左"", ""西左""], [""南左"", ""南直"", ""西左"", ""东行人""], [""南左"", ""南直"", ""西左"", ""东行人""], [""南左""]]","[24, 51, 25, 10, 24, 7, 4, 8, 43, 4]"
舜华南路（旅游路-华茂路）,旅游路东段-舜华南路,2026-04-01 07:21:30,779836,67,13NU80B5RI0,200.0,3.0,36.0,"{""Cycle2"":""6 4_7 10_""，""Cycle3"":""12 13_14 15 16_""，""Cycle1"":""1 5_11 8 2_""}","[{""minGTime"":""4 2 14 6 14 14 14 14 10 10 6 14 7 14 3 14""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60""，""greenTime"":""21 2 0 32 81 72 40 48 0 47 35 97 7 21 4 56""，""yellowTime"":""3 2 0 3 3 3 3 3 0 0 0 3 3 3 3 3""，""redTime"":""0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""6188 57920 6161 6161 6188 6161 58754 57920 57920 58754 57920 61 61 1986 1986 1986""，""channelDim"":""578 65 0 24897 19810 3362 0 1631661378 0 0 24897 0 27906 7144002 578 0""，""direction"":""8485 21 0 5909 39 35 0 1512741 0 0 5909 0 33 8485 8485 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""1162 24577 24577 1160 12288 12288 0 0 0 0 0 0 0 0 0 0""，""direction"":""65 66 2 97 2 109 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:21:30,"{""1"": ""北直南直"", ""2"": ""南左"", ""4"": ""南左西左"", ""5"": ""西直南行人"", ""6"": ""东直北行人"", ""8"": ""南左南直西左东行人"", ""11"": ""南左西左"", ""13"": ""北直西行人"", ""14"": ""北直南直西行人"", ""15"": ""北直南直""}","[[""北直"", ""南直"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南左"", ""西左"", ""南行人""], [""西直"", ""南左"", ""西左"", ""北直"", ""南行人"", ""西行人""], [""南左"", ""西左"", ""北直"", ""南直"", ""西行人""], [""南左"", ""西左"", ""北直"", ""南直""], [""南左"", ""西左""], [""南左"", ""南直"", ""西左"", ""东行人""], [""南左"", ""南直"", ""西左"", ""东行人""], [""南左""]]","[24, 51, 25, 10, 24, 7, 4, 8, 43, 4]"
经十路（洪山路-舜华路）,经十路-转山西路,2026-04-01 07:21:30,805909,58,13NG90B5V90,220.0,3.0,110.0,"{""Cycle2"":""5 12 6 8_7 10_""，""Cycle3"":""13 14_15_""，""Cycle1"":""1 11 2 4_3 9_""}","[{""minGTime"":""35 12 35 3 20 12 20 3 3 3 3 5 14 14 14 0""，""maxGTime"":""45 20 45 60 40 20 40 60 60 60 60 60 60 60 60 0""，""greenTime"":""107 37 57 3 47 87 37 3 3 20 4 14 50 104 60 0""，""yellowTime"":""3 3 3 0 3 3 3 0 0 0 0 0 0 3 3 0""，""redTime"":""0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0""，""concurrent"":""14512 14512 16960 14512 13323 13323 16644 13323 16960 16644 14512 13323 3259 3259 836 0""，""channelDim"":""19810 8485 0 0 3106 97 2977094 0 0 11629 0 0 0 0 0 0""，""direction"":""39 5011 0 0 35 23 53 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""2 576 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 27949 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:21:30,"{""1"": ""西直南行人"", ""2"": ""东左东左掉"", ""5"": ""东直北出行"", ""6"": ""西左"", ""7"": ""南直左东行人西行人"", ""10"": ""东行人西行人""}","[[""西直"", ""东直"", ""南行人"", ""北出行""], [""西直"", ""南行人""], [""西直"", ""西左"", ""南行人""], [""西左""], [""东左"", ""东左掉"", ""西左""], [], [""南直左"", ""东行人"", ""西行人""], [""东行人"", ""西行人""], [""东行人"", ""西行人""]]","[50, 14, 46, 4, 40, 3, 40, 20, 3]"
经十路（舜耕路-山大路）,经十路-舜耕路,2026-04-01 07:31:31,228849,76,13MOD0B5SI0,220.0,3.0,20.0,"{""Cycle2"":""5 6 13_7 11_""，""Cycle3"":""9 10 8 12_16 14 15_""，""Cycle1"":""1 2_3 4_""}","[{""minGTime"":""14 25 10 25 14 65 14 10 3 8 25 10 1 12 14 7""，""maxGTime"":""60 45 60 40 60 90 60 60 60 60 40 60 60 60 60 60""，""greenTime"":""24 88 16 72 24 87 53 66 7 23 37 13 1 18 37 35""，""yellowTime"":""3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3""，""redTime"":""3 0 5 0 3 0 3 0 0 0 0 0 0 0 0 0""，""concurrent"":""7088 7088 58432 58432 2947 2947 57356 4147 4147 4147 57356 4147 2947 1100 1100 1100""，""channelDim"":""97 3362 1 11586 17185 4410722 17217 0 9059 0 7160584 3 0 0 9059 0""，""direction"":""23 35 17 37 17683 17703 17685 0 17223 0 17761 65 0 0 17223 0""}]","[{""modifierPhases"":""0 1136 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""16640 1136 2048 1024 8 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""25379 67 3 109 45 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:31:31,"{""1"": ""西左"", ""2"": ""东直北行人"", ""3"": ""北左"", ""4"": ""南直东行人"", ""5"": ""东左南右"", ""6"": ""南右西直南行人"", ""7"": ""南右南左"", ""9"": ""东右西右"", ""11"": ""北直右南右西行人"", ""12"": ""北右"", ""15"": ""东右西右""}","[[""西左"", ""东左"", ""南右"", ""东右"", ""西右""], [""西左"", ""东左"", ""南右""], [""东直"", ""南右"", ""西直"", ""北行人"", ""南行人""], [""东直"", ""南右"", ""西直"", ""北行人"", ""南行人""], [""东直"", ""南右"", ""西直"", ""北右"", ""北行人"", ""南行人""], [""东直"", ""北右"", ""北行人""], [""北左"", ""南右"", ""南左""], [""南直"", ""南右"", ""南左"", ""东行人""], [""南直"", ""南右"", ""南左"", ""东行人""], [""南直"", ""北直右"", ""南右"", ""东右"", ""西右"", ""东行人"", ""西行人""]]","[10, 20, 6, 69, 15, 1, 24, 14, 21, 40]"
经十路（洪山路-舜华路）,经十路-奥体东路,2026-04-01 07:41:30,467627,52,13NOT0B5VV0,220.0,3.0,126.0,"{""Cycle2"":""5 8 10 12_7 2_""，""Cycle3"":""14 6 13_15_""，""Cycle1"":""1 9 11_16 3 4_""}","[{""minGTime"":""45 10 45 3 45 7 10 3 15 15 3 3 5 14 14 7""，""maxGTime"":""50 60 50 60 50 60 50 60 20 20 60 60 60 60 60 60""，""greenTime"":""89 12 45 5 86 12 52 3 52 52 3 3 62 67 67 14""，""yellowTime"":""3 3 3 0 3 3 3 0 3 3 0 0 3 3 3 3""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""15024 49164 16450 16450 13601 3985 49164 13601 15024 13601 15024 13601 3985 3985 32846 16450""，""channelDim"":""19810 0 27905 0 3362 0 11585 0 8545 101 0 0 0 0 0 0""，""direction"":""39 0 17 0 35 0 21 0 4887 151 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""4 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""109 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 07:41:30,"{""1"": ""西直南行人"", ""3"": ""北左西行人"", ""5"": ""东直北行人"", ""7"": ""南左东行人"", ""9"": ""东左西左"", ""10"": ""西左掉""}","[[""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南行人""], [""东左"", ""西左"", ""西左掉""], [], [""南左"", ""东行人""], [""北左"", ""南左"", ""西行人"", ""东行人""], [""北左"", ""西行人""], []]","[70, 15, 4, 3, 55, 3, 17, 38, 10, 5]"
