green_name,name,request_time,control_id,pattern,cross_id,cycle_len,ring_count,offset,cycle_list,phase_list,over_lap_phase_list,sink_time
经十路（舜耕路-山大路）,经十路-舜耕路,2026-04-01 00:01:30,228849,46,13MOD0B5SI0,120,3,41,{"Cycle2":"6 5_11 7_"，"Cycle3":"8_14_"，"Cycle1":"2 1_4 3_"},[{"minGTime":"14 25 10 20 14 40 14 10 7 8 20 5 14 12 14 7"，"maxGTime":"60 45 60 40 60 45 60 60 60 60 40 60 60 60 60 60"，"greenTime":"17 42 17 32 17 42 17 62 0 0 32 0 0 52 0 0"，"yellowTime":"3 3 3 3 3 3 3 3 0 0 3 0 0 3 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"2992 2992 62528 62528 2947 2947 61452 51 51 51 61452 51 1100 1100 1100 1100"，"channelDim":"97 3362 1 66 33 19810 65 0 0 0 8 0 0 0 0 0"，"direction":"23 35 17 37 19 39 21 0 0 0 97 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 00:01:31
经十路（洪山路-舜华路）,经十路-奥体中路,2026-04-01 00:01:30,315953,1,13NM40B6010,130,3,45,{"Cycle2":"5 7 9_12_"，"Cycle3":"6_8_"，"Cycle1":"1 2_3_"},[{"minGTime":"3 7 7 3 7 14 3 14 5 0 0 3 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 0 0 60 0 0 0 0"，"greenTime":"52 22 34 0 57 87 15 37 12 0 0 40 0 0 0 0"，"yellowTime":"3 3 3 0 3 3 0 3 3 0 0 0 0 0 0 0"，"redTime":"5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"368 368 2176 2176 35 339 35 2060 35 0 0 140 0 0 0 0"，"channelDim":"6425634 24930 1634558465 1634558500 98 2850 0 0 36 0 0 0 0 0 0 0"，"direction":"10019 5927 1517329 1517443 39 35 0 0 131 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"264 15 12 14 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"36 98 109 97 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 00:01:30
经十路（洪山路-舜华路）,经十路-转山西路,2026-04-01 00:01:30,805909,1,13NG90B5V90,130,2,48,{"Cycle2":"5 6_7_"，"Cycle1":"1 2_3_"},[{"minGTime":"35 12 35 3 20 12 20 3 3 3 7 1 0 0 0 0"，"maxGTime":"45 20 45 60 40 20 40 60 60 60 60 60 0 0 0 0"，"greenTime":"60 12 49 0 60 12 49 0 0 0 0 0 0 0 0 0"，"yellowTime":"3 3 3 0 3 3 3 0 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"2224 2224 576 2224 1035 1035 260 1035 576 260 2224 1035 0 0 0 0"，"channelDim":"19810 8485 0 0 3106 97 2977094 0 0 11629 0 0 0 0 0 0"，"direction":"39 5011 0 0 35 23 53 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"2 576 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"33 27949 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 00:01:30
奥体中路（天辰路-解放东路）,奥体中路-新泺大街,2026-04-01 00:01:30,835963,22,13NKQ0B63Q0,100,3,7,{"Cycle2":"6 7_2_"，"Cycle3":"9_11_"，"Cycle1":"5 8_1_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 1 14 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 60 60 0 0 0 0"，"greenTime":"27 27 0 0 47 47 17 17 70 0 30 0 0 0 0 0"，"yellowTime":"3 3 0 0 3 3 3 3 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"3078 3081 3081 3078 864 912 912 864 240 240 15 15 0 0 0 0"，"channelDim":"19810 3362 97 33 27906 11586 1 65 0 0 0 0 0 0 0 0"，"direction":"39 35 23 19 33 37 17 21 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 00:01:31
经十路（洪山路-舜华路）,经十路-奥体东路,2026-04-01 00:01:31,467627,1,13NOT0B5VV0,130,2,110,{"Cycle2":"5 10_7 8_"，"Cycle1":"1 9_3 4_"},[{"minGTime":"45 1 35 2 45 1 35 2 10 10 2 2 0 0 0 0"，"maxGTime":"50 60 50 60 50 60 50 60 20 20 60 60 0 0 0 0"，"greenTime":"65 0 39 3 65 0 39 3 14 14 0 0 0 0 0 0"，"yellowTime":"3 0 3 0 3 0 3 0 3 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"2608 2608 192 192 1283 1283 12 12 2608 1283 2608 1283 0 0 0 0"，"channelDim":"19810 0 27905 0 3362 0 11585 0 8545 101 0 0 0 0 0 0"，"direction":"39 0 17 0 35 0 21 0 4887 151 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 00:01:31
经十路（舜耕路-山大路）,经十路-舜耕路,2026-04-01 05:01:30,228849,10,13MOD0B5SI0,180,3,85,{"Cycle2":"5 6 13_7 11_"，"Cycle3":"9 10 8 12_16 14 15_"，"Cycle1":"1 2_3 4_"},[{"minGTime":"14 25 10 25 14 70 14 10 3 8 25 10 1 12 14 4"，"maxGTime":"60 45 60 40 60 95 60 60 60 60 40 60 60 60 60 60"，"greenTime":"26 75 24 37 26 74 24 40 7 19 37 32 1 20 37 4"，"yellowTime":"3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3"，"redTime":"3 0 3 0 3 0 3 0 0 0 0 0 0 0 0 0"，"concurrent":"7088 7088 58432 58432 2947 2947 57356 4147 4147 4147 57356 4147 2947 1100 1100 1100"，"channelDim":"97 3362 1 11586 33 19810 65 0 9059 0 27912 835 0 0 9059 67"，"direction":"23 35 17 37 19 39 21 0 17223 0 97 16709 0 0 17223 69"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"16640 34816 2048 1024 8 0 0 0 0 0 0 0 0 0 0 0"，"direction":"25379 67 3 109 45 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 05:01:30
经十路（洪山路-舜华路）,经十路-奥体中路,2026-04-01 05:01:30,315953,4,13NM40B6010,180,3,68,{"Cycle2":"5 7 9_12_"，"Cycle3":"6_8_"，"Cycle1":"2 1_4 3_"},[{"minGTime":"3 7 7 3 7 14 3 14 5 0 0 3 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 0 0 60 0 0 0 0"，"greenTime":"72 37 38 8 92 122 16 52 11 0 0 55 0 0 0 0"，"yellowTime":"3 3 3 3 3 3 0 3 3 0 0 0 0 0 0 0"，"redTime":"5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"368 368 2176 2176 35 339 35 2060 35 0 0 140 0 0 0 0"，"channelDim":"6425634 24930 1634558465 1634558500 98 2850 0 0 36 0 0 0 0 0 0 0"，"direction":"10019 5927 1517329 1517443 39 35 0 0 131 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"264 15 12 14 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"36 98 109 97 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 05:01:30
旅游路（汉峪西路-凤凰路）,旅游路东段-舜华南路,2026-04-01 05:01:30,779836,16,13NU80B5RI0,140,2,54,{"Cycle2":"6 4_8_"，"Cycle1":"1 5_7_"},[{"minGTime":"4 14 14 6 14 14 14 14 0 0 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 0 0 0 0 0 0 0 0"，"greenTime":"27 0 0 27 62 62 42 42 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"44 44 19 19 44 19 128 64 0 0 0 0 0 0 0 0"，"channelDim":"578 0 0 24897 19810 3362 621 1631732013 0 0 0 0 0 0 0 0"，"direction":"8485 0 0 5909 39 35 33 1516821 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"136 129 65 136 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"65 66 2 97 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 05:01:30
舜华南路（旅游路-华茂路）,旅游路东段-舜华南路,2026-04-01 05:01:30,779836,16,13NU80B5RI0,140,2,54,{"Cycle2":"6 4_8_"，"Cycle1":"1 5_7_"},[{"minGTime":"4 14 14 6 14 14 14 14 0 0 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 0 0 0 0 0 0 0 0"，"greenTime":"27 0 0 27 62 62 42 42 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"44 44 19 19 44 19 128 64 0 0 0 0 0 0 0 0"，"channelDim":"578 0 0 24897 19810 3362 621 1631732013 0 0 0 0 0 0 0 0"，"direction":"8485 0 0 5909 39 35 33 1516821 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"136 129 65 136 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"65 66 2 97 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 05:01:30
经十路（洪山路-舜华路）,经十路-转山西路,2026-04-01 05:01:30,805909,4,13NG90B5V90,180,2,63,{"Cycle2":"5 6_7 10_"，"Cycle1":"1 2_3_"},[{"minGTime":"35 12 35 3 20 12 20 3 3 3 7 1 0 0 0 0"，"maxGTime":"45 20 45 60 40 20 40 60 60 60 60 60 0 0 0 0"，"greenTime":"82 34 55 0 82 34 47 0 0 5 0 0 0 0 0 0"，"yellowTime":"3 3 3 0 3 3 3 0 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0"，"concurrent":"2224 2224 576 2224 1035 1035 260 1035 576 260 2224 1035 0 0 0 0"，"channelDim":"19810 8485 0 0 3106 97 2977094 0 0 11629 0 0 0 0 0 0"，"direction":"39 5011 0 0 35 23 53 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"2 576 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"33 27949 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 05:01:30
经十路（洪山路-舜华路）,经十路-奥体东路,2026-04-01 05:01:31,467627,4,13NOT0B5VV0,180,2,78,{"Cycle2":"5 10_7 8_"，"Cycle1":"1 9_3 4_"},[{"minGTime":"45 1 35 2 45 1 35 2 10 10 2 2 0 0 0 0"，"maxGTime":"50 60 50 60 50 60 50 60 20 20 60 60 0 0 0 0"，"greenTime":"89 0 45 5 89 0 45 5 32 32 0 0 0 0 0 0"，"yellowTime":"3 0 3 0 3 0 3 0 3 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"2608 2608 192 192 1283 1283 12 12 2608 1283 2608 1283 0 0 0 0"，"channelDim":"19810 0 27905 0 3362 0 11585 0 8545 101 0 0 0 0 0 0"，"direction":"39 0 17 0 35 0 21 0 4887 151 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 05:01:31
舜华南路（华云路-华汉路）,舜华南路-华汉路,2026-04-01 06:01:31,1377,1,13NTR0B5P60,50,1,25,{"Cycle1":"1 2"},[{"minGTime":"20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"maxGTime":"20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"greenTime":"20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"yellowTime":"3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"redTime":"2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"channelDim":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"1_5，3_20，5_5，5_6，7_20 1_20，3_1，3_6，5_20，7_1，7_6 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 06:01:31
奥体中路（天辰路-解放东路）,奥体中路-新泺大街,2026-04-01 06:01:31,835963,4,13NKQ0B63Q0,150,3,110,{"Cycle2":"6 7_2 3_"，"Cycle3":"9 10_11_"，"Cycle1":"5 8_1 4_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 1 14 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 60 60 0 0 0 0"，"greenTime":"27 27 20 20 71 71 20 20 59 35 53 0 0 0 0 0"，"yellowTime":"3 3 3 3 3 3 3 3 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"3078 3081 3081 3078 864 912 912 864 240 240 15 15 0 0 0 0"，"channelDim":"19810 3362 97 33 27906 11586 1 65 0 0 0 0 0 0 0 0"，"direction":"39 35 23 19 33 37 17 21 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 06:01:31
经十路（舜耕路-山大路）,经十路-舜耕路,2026-04-01 06:31:30,228849,1,13MOD0B5SI0,220,3,20,{"Cycle2":"5 6_7 11_"，"Cycle3":"9 10 8 12_16 14 15_"，"Cycle1":"1 2_3 4_"},[{"minGTime":"14 25 10 25 14 60 14 10 7 8 25 5 14 12 14 3"，"maxGTime":"60 45 60 40 60 68 60 60 60 60 40 60 60 60 60 60"，"greenTime":"27 92 18 63 27 92 44 66 10 23 37 22 0 21 37 26"，"yellowTime":"3 3 3 3 3 3 3 3 0 3 3 3 0 3 3 0"，"redTime":"3 2 3 0 3 2 3 0 0 0 0 0 0 0 0 0"，"concurrent":"2992 2992 62528 62528 2947 2947 61452 51 51 51 61452 51 1100 1100 1100 1100"，"channelDim":"97 3362 1 11586 33 19810 65 0 9059 0 27912 835 0 0 9059 67"，"direction":"23 35 17 37 19 39 21 0 17223 0 97 16709 0 0 17223 69"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"16640 34816 2048 1024 8 0 0 0 0 0 0 0 0 0 0 0"，"direction":"25379 67 3 109 45 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 06:31:30
经十路（洪山路-舜华路）,经十路-奥体中路,2026-04-01 06:51:30,315953,43,13NM40B6010,220,3,95,{"Cycle2":"5 7_12_"，"Cycle3":"6_8_"，"Cycle1":"2 1_4 3_"},[{"minGTime":"3 7 7 3 7 14 3 14 5 0 0 3 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 0 0 60 0 0 0 0"，"greenTime":"62 52 54 27 105 127 22 87 0 0 0 90 0 0 0 0"，"yellowTime":"3 3 3 3 3 3 0 3 0 0 0 0 0 0 0 0"，"redTime":"5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"368 368 2176 2176 35 339 35 2060 35 0 0 140 0 0 0 0"，"channelDim":"6425634 24930 1634558465 1634558500 98 2850 0 0 36 0 0 0 0 0 0 0"，"direction":"10019 5927 1517329 1517443 39 35 0 0 131 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"264 15 12 14 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"36 98 109 97 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 06:51:30
经十路（洪山路-舜华路）,经十路-奥体东路,2026-04-01 06:51:30,467627,7,13NOT0B5VV0,220,3,126,{"Cycle2":"5 8 10 12_7 2_"，"Cycle3":"14 6 13_15_"，"Cycle1":"1 9 11_16 3 4_"},[{"minGTime":"45 10 45 3 45 7 10 3 15 15 3 3 5 14 14 7"，"maxGTime":"50 60 50 60 50 60 50 60 20 20 60 60 60 60 60 60"，"greenTime":"95 18 47 5 92 7 51 3 41 41 3 3 62 67 72 17"，"yellowTime":"3 3 3 0 3 3 3 0 3 3 0 0 3 3 3 3"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"15024 49164 16450 16450 13601 3985 49164 13601 15024 13601 15024 13601 3985 3985 32846 16450"，"channelDim":"19810 0 27905 0 3362 0 11585 0 8545 101 0 0 0 0 0 0"，"direction":"39 0 17 0 35 0 21 0 4887 151 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"4 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"109 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 06:51:30
经十路（洪山路-舜华路）,经十路-转山西路,2026-04-01 06:51:30,805909,55,13NG90B5V90,220,3,110,{"Cycle2":"5 12 6 8_7 10_"，"Cycle3":"13 14_15_"，"Cycle1":"1 2 4_3 9_"},[{"minGTime":"35 12 35 3 20 12 20 3 3 3 3 5 14 14 14 0"，"maxGTime":"45 20 45 60 40 20 40 60 60 60 60 60 60 60 60 0"，"greenTime":"122 29 52 3 57 77 45 3 5 9 0 17 60 97 57 0"，"yellowTime":"3 3 3 0 3 3 3 0 0 0 0 0 0 3 3 0"，"redTime":"0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0"，"concurrent":"14512 14512 16960 14512 13323 13323 16644 13323 16960 16644 14512 13323 3259 3259 836 0"，"channelDim":"19810 8485 0 0 3106 97 2977094 0 0 11629 0 0 0 0 0 0"，"direction":"39 5011 0 0 35 23 53 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"2 576 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"33 27949 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 06:51:30
舜华南路（华云路-华汉路）,舜华南路-华汉路,2026-04-01 07:01:31,1377,2,13NTR0B5P60,100,1,0,{"Cycle1":"1 2"},[{"minGTime":"60 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"maxGTime":"60 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"greenTime":"60 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"yellowTime":"3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"redTime":"2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"channelDim":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"1_5，3_20，5_5，5_6，7_20 1_20，3_1，3_6，5_20，7_1，7_6 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 07:01:31
经十路（舜耕路-山大路）,经十路-舜耕路,2026-04-01 07:01:31,228849,70,13MOD0B5SI0,220,3,20,{"Cycle2":"5 6 13_7 11_"，"Cycle3":"9 10 8 12_16 14 15_"，"Cycle1":"1 2_3 4_"},[{"minGTime":"14 25 10 25 14 65 14 10 3 8 25 10 1 12 14 7"，"maxGTime":"60 45 60 40 60 90 60 60 60 60 40 60 60 60 60 60"，"greenTime":"24 88 16 72 24 87 53 66 7 23 37 13 1 18 37 35"，"yellowTime":"3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3"，"redTime":"3 0 5 0 3 0 3 0 0 0 0 0 0 0 0 0"，"concurrent":"7088 7088 58432 58432 2947 2947 57356 4147 4147 4147 57356 4147 2947 1100 1100 1100"，"channelDim":"97 3362 1 11586 17185 4410722 17217 0 9059 0 7160584 3 0 0 9059 0"，"direction":"23 35 17 37 17683 17703 17685 0 17223 0 17761 65 0 0 17223 0"}],[{"modifierPhases":"0 1136 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"16640 1136 2048 1024 8 0 0 0 0 0 0 0 0 0 0 0"，"direction":"25379 67 3 109 45 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 07:01:32
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙程路,2026-04-01 07:01:31,581893,1,13NLU0B5LN0,150,3,87,{"Cycle2":"2 4_6_"，"Cycle3":"7 8_9_"，"Cycle1":"3 1_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 0 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 0 0 0 0 0 0 0"，"greenTime":"81 76 27 32 31 31 77 32 32 0 0 0 0 0 0 0"，"yellowTime":"4 4 3 3 4 4 3 3 3 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"202 197 202 197 288 272 15 15 48 0 0 0 0 0 0 0"，"channelDim":"27906 11586 65 1 3367 77 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 21 17 83 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 07:01:31
旅游路（汉峪西路-凤凰路）,旅游路东段-舜华南路,2026-04-01 07:01:31,779836,43,13NU80B5RI0,200,3,36,{"Cycle2":"6 4_7 10_"，"Cycle3":"12 13_14 15 16_"，"Cycle1":"1 5_11 8 2_"},[{"minGTime":"4 2 14 6 14 14 14 14 10 10 6 14 7 14 3 14"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60"，"greenTime":"18 2 0 28 90 82 40 44 0 41 33 103 7 19 4 52"，"yellowTime":"3 2 0 3 3 3 3 3 0 0 0 3 3 3 3 3"，"redTime":"0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"6188 57920 6161 6161 6188 6161 58754 57920 57920 58754 57920 61 61 1986 1986 1986"，"channelDim":"578 65 0 24897 19810 3362 0 1631661378 0 0 24897 0 27906 7144002 578 0"，"direction":"8485 21 0 5909 39 35 0 1512741 0 0 5909 0 33 8485 8485 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"1162 24577 24577 1160 12288 12288 0 0 0 0 0 0 0 0 0 0"，"direction":"65 66 2 97 2 109 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 07:01:31
舜华南路（旅游路-华茂路）,旅游路东段-舜华南路,2026-04-01 07:01:31,779836,43,13NU80B5RI0,200,3,36,{"Cycle2":"6 4_7 10_"，"Cycle3":"12 13_14 15 16_"，"Cycle1":"1 5_11 8 2_"},[{"minGTime":"4 2 14 6 14 14 14 14 10 10 6 14 7 14 3 14"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 60"，"greenTime":"18 2 0 28 90 82 40 44 0 41 33 103 7 19 4 52"，"yellowTime":"3 2 0 3 3 3 3 3 0 0 0 3 3 3 3 3"，"redTime":"0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"6188 57920 6161 6161 6188 6161 58754 57920 57920 58754 57920 61 61 1986 1986 1986"，"channelDim":"578 65 0 24897 19810 3362 0 1631661378 0 0 24897 0 27906 7144002 578 0"，"direction":"8485 21 0 5909 39 35 0 1512741 0 0 5909 0 33 8485 8485 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"1162 24577 24577 1160 12288 12288 0 0 0 0 0 0 0 0 0 0"，"direction":"65 66 2 97 2 109 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 07:01:31
奥体中路（天辰路-解放东路）,奥体中路-新泺大街,2026-04-01 07:01:31,835963,7,13NKQ0B63Q0,180,3,83,{"Cycle2":"6 7_2 3_"，"Cycle3":"9 10_11_"，"Cycle1":"5 8_1 4_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 1 14 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 60 60 0 0 0 0"，"greenTime":"42 42 25 25 74 74 27 27 60 44 73 0 0 0 0 0"，"yellowTime":"3 3 3 3 3 3 3 3 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"3078 3081 3081 3078 864 912 912 864 240 240 15 15 0 0 0 0"，"channelDim":"19810 3362 97 33 27906 11586 1 65 0 0 0 0 0 0 0 0"，"direction":"39 35 23 19 33 37 17 21 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 07:01:32
